target_id,stage1,stage2,stage3,stage4b,stage4c,red_flags,loop10_penalty_axes,gate_only,production_scoring_changed
AV_CRASH_DISCLOSURE_PROBE_OVERLAY,av_crash_report|nhtsa_probe|remote_assistance_dependency,crash_count_quantified|minor_injury_flag|operational_change_after_incident,not_applicable_gate_only,av_deployment_priced_while_probe_unresolved,nhtsa_probe_flag|crash_count|minor_injury_flag|hazard_response_failure|remote_assistance_dependency,nhtsa_probe|crash_count|remote_assistance|hazard_response,nhtsa|crash|remote_assistance|hazard_response,true,false
AUTONOMOUS_TRUCKING_COMMERCIAL_LAUNCH,driverless_trucking_pilot|freight_customer_announcement|safety_report|route_launch,paid_freight_route|driverless_miles|repeat_customer|route_stability|carrier_partner,cost_per_mile_visible|fleet_utilization|gross_margin|insurance_cost_stable|route_expansion,driverless_trucking_tam_overpriced|tiny_fleet_scaled_as_full_autonomy,safety_incident|restricted_odd|insurance_cost_unknown|remote_support_cost_unknown|cash_burn_persistent,restricted_odd|insurance_cost|remote_support_cost|cash_burn|tiny_fleet,restricted_odd|insurance|remote_support|utilization,false,false
AUTONOMOUS_TRUCKING_PAID_FREIGHT_MILESTONE,driverless_freight_milestone|paid_delivery|customer_route_launch,paid_freight_flag|driverless_miles|autonomous_trucking_customer|carrier_partner_flag,repeat_customer|truck_utilization|truck_cost_per_mile|insurance_cost_stable|route_expansion,paid_freight_milestone_overpriced|single_route_scaled_as_network,tiny_fleet_size|restricted_odd|weather_night_operation_limited|insurance_cost_unknown|remote_support_cost_unknown|negative_fcf,tiny_fleet|restricted_odd|insurance|remote_support|negative_fcf,paid_freight|fleet_scale|insurance|remote_support|utilization,false,false
AUTONOMOUS_TRUCKING_UNIT_ECONOMICS,driverless_miles_claim|autonomous_truck_launch|fleet_scale_claim,cost_per_mile_disclosed|utilization_rate|insurance_cost_per_truck|remote_support_cost,not_applicable_gate_only,driverless_launch_overpriced|tam_narrative_before_unit_economics,tiny_fleet_size|restricted_odd|weather_night_operation_limited|insurance_cost_unknown|remote_support_cost_unknown|negative_fcf,cost_per_mile|utilization|insurance|remote_support|restricted_odd,cost_per_mile|utilization|insurance|remote_support,true,false
TIRE_AUTO_COMPONENT_SPREAD,tire_demand_recovery|raw_material_spread|replacement_market,oe_re_mix|north_america_demand_stable|op_eps_revision|fcf_margin,spread_fcf_persistent|replacement_demand_resilient|china_competition_controlled,spread_peak_ignored,north_america_demand_slowdown|replacement_market_weakness|raw_material_spike|tariff_hit|fcf_guidance_cut,north_america_demand|raw_material|tariff|fcf_guidance_cut,north_america_demand|raw_material|tariff|fcf,false,false
AIRLINE_TRAVEL_CYCLE,passenger_recovery|cargo_rate|airline_merger|reopening_news,revenue_op_improvement|integration_synergy|passenger_cargo_mix|load_factor,fcf_cost_stability|fuel_fx_risk_low|integration_cost_controlled,integration_or_reopening_crowded|cargo_cycle_ignored,fuel_shock|fx_loss|integration_cost|cargo_passenger_slowdown|tariff_trade_uncertainty,fuel|fx|integration_cost|cargo_cycle|regulatory_condition,fuel|fx|integration|cargo_cycle,false,false
AIRLINE_INTEGRATION_SCALE,airline_merger_complete|route_integration|lcc_integration|scale_synergy,revenue_op_improvement|integration_synergy|passenger_cargo_mix|route_divestment_complete,fcf_cost_stability|fuel_fx_risk_low|integration_cost_controlled|regulatory_conditions_satisfied,integration_synergy_crowded|cargo_cycle_ignored,fuel_shock|fx_loss|integration_cost|cargo_passenger_slowdown|route_divestment_pressure,fuel|fx|integration_cost|cargo_cycle|regulatory_condition,fuel|fx|integration|cargo_cycle,false,false
TRAVEL_LEISURE_REOPENING,tourist_recovery|hotel_occupancy|leisure_reopening,revpar_improvement|op_leverage|visitor_spend|average_spend_per_visitor,repeat_travel_spend|occupancy_and_margin_visible|revpar_persistent,reopening_policy_crowded,visitor_mix_weak|occupancy_slowdown|cost_inflation|policy_event_only,tourist_mix|policy_event_only|cost_inflation|occupancy_slowdown,tourist_mix|occupancy|policy_event,false,false
CASINO_DUTYFREE_TOURISM,visa_policy|china_group_tourism|casino_dutyfree_recovery,tourist_spend|casino_drop_amount|duty_free_sales|hotel_occupancy|vip_mix,visitor_mix_diversified|china_dependence_lower|cashflow_margin_visible,tourism_policy_rally_crowded|spend_unverified_policy_rally,drop_slowdown|duty_free_asp_weak|china_mix_weak|capex_burden,china_dependence|drop_amount|duty_free_asp|policy_event_only,china_dependence|drop_amount|dutyfree_asp,false,false
TOURISM_POLICY_EVENT,visa_policy|tourism_policy|china_group_tourism|reopening_policy,tourist_arrivals|average_spend_per_visitor|casino_drop_amount|duty_free_sales,policy_converts_to_opm|tourist_spend_verified|visitor_mix_quality|fcf_improvement,tourism_policy_rally_crowded|policy_event_priced_before_spend,visa_policy_rally_without_spend|chinese_tourist_mix_weak|duty_free_asp_not_recovering|casino_drop_amount_weak,policy_event_only|tourist_spend_unverified|duty_free_asp|casino_drop,policy_event|spend|drop_amount|dutyfree_asp,false,false
SHIPPING_FREIGHT_CYCLE,freight_rate_spike|red_sea_disruption|capacity_adjustment,freight_rate_index|ebitda_improvement|cash_or_dividend,multi_year_supply_discipline|contract_rate_visibility,freight_peak|shipping_stock_crowded|red_sea_premium_overpriced,freight_rate_collapse|spot_rate_below_breakeven|overcapacity|new_ship_delivery|suez_route_normalization,overcapacity|freight_peak|demand_slowdown|route_normalization,overcapacity|freight_peak|suez_normalization,false,false
LOGISTICS_PARCEL_FREIGHT,parcel_volume|freight_volume|network_efficiency,unit_price_stable|labor_cost_control|opm_improvement|automation_cost_payback,network_density_advantage|recurring_shipper_contract,logistics_efficiency_crowded,unit_price_pressure|labor_cost_spike|volume_slowdown|automation_cost_overrun,unit_price_pressure|labor_cost|volume_slowdown,unit_price|labor_cost|volume,false,false
RENTAL_USED_CAR_MOBILITY,rental_demand|used_car_price|fleet_strategy|ev_fleet_strategy,fleet_margin|residual_value_stable|repair_cost_control|utilization_rate,asset_turnover_and_fcf|residual_value_resilient|repair_cost_stable,fleet_strategy_crowded,residual_value_drop|repair_cost_spike|insurance_cost|fleet_writedown|low_customer_demand,residual_value|repair_cost|interest_rate|fleet_writedown,residual_value|repair_cost|interest|ev_fleet,false,false
EV_RENTAL_UNIT_ECONOMICS,ev_fleet_strategy|rental_ev_expansion|charging_network_plan,repair_cost_control|residual_value_stable|utilization_rate|insurance_cost_control,not_applicable_gate_only,ev_fleet_growth_overpriced,ev_repair_cost|residual_value_drop|fleet_write_down|depreciation_charge|insurance_cost|charging_friction,repair_cost|residual_value|fleet_write_down|depreciation|insurance|charging_friction,repair_cost|residual_value|depreciation|insurance,true,false
MOBILITY_RENTAL_MICROMOBILITY,ipo_filing|city_expansion|ridership_growth,revenue_growth|fcf_positive|unit_economics|utilization_rate,recurring_usage|debt_stability|regulatory_risk_controlled|platform_partner_risk_low,ipo_valuation_crowded,debt_maturity|going_concern|regulatory_restriction|seasonality_loss|platform_partner_dependency,unit_economics|debt|regulation|seasonality|uber_dependency,debt|seasonality|uber_dependency|unit_economics,false,false
URBAN_AIR_DRONE,part135|strategic_investment|evtol_policy|drone_theme,type_certification|production_certification|commercial_operation|customer_contract,commercial_revenue|unit_economics|cash_runway_secure,pre_revenue_valuation_crowded|certification_story_overpriced,certification_delay|cash_burn|discounted_offering|production_delay|pre_revenue_valuation,certification|cash_burn|dilution|pre_revenue|discounted_offering,certification|cash_burn|dilution|pre_revenue,false,false
EVTOL_CERTIFICATION_CASH_BURN,part135|evtol_policy|strategic_investment|vertiport_plan,type_certification|production_certification|cash_runway_months|commercial_launch_confirmed,not_applicable_gate_only,pre_revenue_valuation_crowded|certification_story_overpriced,type_certification_missing|cash_burn|discounted_offering|pre_revenue_valuation|going_concern_or_funding_gap|production_delay,type_certification|cash_burn|discounted_offering|pre_revenue|funding_gap,certification|cash_burn|dilution|pre_revenue,true,false
PART135_NOT_TYPE_CERTIFICATION,part135_flag|operator_certificate|air_taxi_service_plan,type_certification_flag|production_certification_flag|commercial_revenue,not_applicable_gate_only,part135_milestone_overpriced|certification_story_overpriced,type_certification_missing|production_certification_missing|commercial_revenue_missing|cash_burn|discounted_offering,part135_not_type_certification|type_certification|production_certification|cash_burn,part135|type_certification|production_certification|cash_burn,true,false
SPACE_SUPPLYCHAIN,space_theme|satellite_supply_contract|launch_program,actual_contract|delivery_revenue|backlog_visibility,repeat_space_supply_revenue|customer_contract_quality,spacex_supplychain_theme_crowded,no_actual_contract|launch_delay|capex_debt_stress,no_contract|launch_delay|capex_debt|theme_only,no_contract|launch_delay|capex_debt,false,false
SATELLITE_CONNECTIVITY_INFRA,airline_connectivity_contract|secure_communications|satellite_backlog,connectivity_revenue_growth|airline_contract_count|ebitda_improvement|gross_backlog,recurring_connectivity_revenue|gross_backlog|debt_capex_manageable,connectivity_narrative_crowded|secure_comms_story_overpriced,launch_delay|contract_cancellation|capex_debt_stress|competitor_constellation|government_budget_delay,capex_debt|launch_delay|competitor_constellation|contract_cancellation,capex_debt|launch_delay|customer_concentration,false,false
TRANSPORT_SAFETY_REGULATORY_OVERLAY,transport_safety_event|autonomous_vehicle_recall|evtOL_safety_event|airline_safety_event,incident_quantified|regulatory_response|service_recovery,not_applicable_gate_only,safety_risk_underpriced,safety_recall|nhtsa_scrutiny|certification_delay|service_suspension|accident_liability,safety_recall|nhtsa_scrutiny|certification|service_suspension,safety|regulatory|certification,true,false
FLEET_UNIT_ECONOMICS_OVERLAY,fleet_unit_economics_warning|ev_fleet_strategy|micromobility_unit_economics,residual_value_stable|repair_cost_control|utilization_rate|debt_maturity_manageable,not_applicable_gate_only,fleet_growth_overpriced,fleet_depreciation|repair_cost_spike|insurance_cost|utilization_drop|going_concern,residual_value|repair_cost|utilization|debt|going_concern,fleet_depreciation|repair_cost|utilization|debt,true,false
DISCLOSURE_CONFIDENCE_CAP,fleet_contract_headline|freight_rate_claim|connectivity_contract_headline|unit_economics_claim,detail_fetch_required|source_detail_confidence_checked,stage3_cap_until_contract_fleet_freight_or_unit_economics_verified,not_applicable_cap_only,contract_amount_missing|fleet_size_missing|freight_rate_missing|unit_economics_missing|certification_detail_missing|disclosure_confidence_low,contract_terms_missing|fleet_detail_missing|freight_rate_missing|unit_economics_missing|certification_detail_missing,disclosure_confidence|fleet|freight|unit_economics|certification,false,false
