case_id,target_id,symbol,company_name,market,case_type,canonical_archetype,posture,stage1_date,stage2_date,stage3_date,stage4b_date,stage4c_date,evidence_fields,red_flag_fields,alignment_hint,price_validation_status,production_input,notes
bowery_vertical_farming_shutdown_case,VERTICAL_FARMING_UNIT_ECONOMICS,BOWERY_PRIVATE,Bowery vertical farming shutdown,US,4c_thesis_break,VERTICAL_FARMING_UNIT_ECONOMICS,REDTEAM_FIRST,2024-11-05,,,,2024-11-05,vertical_farming|shutdown|premium_pricing_failure|unit_economics_failure,unit_economics_failure|energy_cost|premium_pricing_failure|capex_burden,vertical_farming_unit_economics_4c,needs_price_backfill,false,Vertical farming can fail when consumers do not pay enough premium to cover energy and capex.
appharvest_chapter11_case,VERTICAL_FARMING_UNIT_ECONOMICS,APPH,AppHarvest Chapter 11,US,4c_thesis_break,VERTICAL_FARMING_UNIT_ECONOMICS,REDTEAM_FIRST,2023-07-24,,,,2023-07-24,vertical_farming|chapter11|greenhouse_sale,chapter11|capex_burden|unit_economics_failure|labor_or_safety_issue,smart_farm_spac_hard_4c,needs_price_backfill,false,Hydroponics and greenhouse capex without unit economics can become hard 4C.
duolingo_ai_strategy_bookings_miss_case,EDTECH_AI_MONETIZATION_TRADEOFF,DUOL,Duolingo AI strategy and softer bookings,US,4c_thesis_break,EDTECH_AI_MONETIZATION_TRADEOFF,WATCH_YELLOW_FIRST,2026-02-26,,,,2026-02-26,ai_speaking_feature|user_growth_priority|bookings_outlook_miss,bookings_miss|monetization_pressure|ai_cost,education_app_success_candidate_but_monetization_watch,needs_price_backfill,false,Education apps need bookings and monetization; AI features and user growth alone can still break the thesis.
chegg_ai_disruption_case,EDTECH_AI_DISRUPTION,CHGG,Chegg AI disruption,US,4c_thesis_break,EDTECH_AI_DISRUPTION,REDTEAM_FIRST,2023-05-02,,,,2023-05-02,ai_substitutes_core_service|traffic_decline|subscriber_decline,ai_disruption|traffic_decline|subscriber_decline|layoff|strategic_review,ai_education_disruption_hard_4c,needs_price_backfill,false,Education recurring revenue can break when AI substitutes the core service or search traffic channel.
chegg_ai_search_disintermediation_case,EDTECH_AI_SEARCH_DISINTERMEDIATION,CHGG,Chegg AI search disintermediation,US,4c_thesis_break,EDTECH_AI_SEARCH_DISINTERMEDIATION,REDTEAM_FIRST,2025-05-01,,,,2025-05-01,ai_search_disintermediation_flag|traffic_decline|subscriber_decline|paid_conversion_decline,search_disintermediation|traffic_decline|subscriber_decline|revenue_decline|layoff,edtech_search_disintermediation_4c,needs_price_backfill,false,"AI search can remove the distribution channel even when education demand exists, so traffic and paid conversion become RedTeam gates."
2u_chapter11_case,ONLINE_EDUCATION_OPM_DISTRESS,TWOU,2U Chapter 11,US,4c_thesis_break,ONLINE_EDUCATION_OPM_DISTRESS,REDTEAM_FIRST,2024-07-25,,,,2024-07-25,online_education_platform|chapter11|debt_restructuring,chapter11|student_roi|debt|partner_concentration|regulatory_oversight,online_education_opm_hard_4c,needs_price_backfill,false,"Online education platforms need CAC, completion, student ROI, partner concentration, and debt checks."
coway_rental_recurring_case,HOME_LIVING_APPLIANCE_RENTAL,021240,Coway rental recurring service model,KR,success_candidate,HOME_LIVING_APPLIANCE_RENTAL,WATCH_YELLOW_FIRST,,,,,,rental_accounts|filter_service_revenue|care_service_revenue|overseas_accounts,rental_churn|competition|overseas_margin|quality_recall,recurring_home_service_candidate,needs_price_backfill,false,"Rental accounts and care services are stronger than one-time appliance sales, but churn and overseas margin remain required fields."
whirlpool_dividend_suspension_case,HOME_APPLIANCE_HARDWARE_CYCLE,WHR,Whirlpool dividend suspension and hardware cycle,US,4c_thesis_break,HOME_APPLIANCE_HARDWARE_CYCLE,WATCH_YELLOW_FIRST,2026-05-07,,,,2026-05-07,home_appliance_hardware|dividend_suspension|replacement_demand_collapse|guidance_cut,replacement_demand_collapse|dividend_suspension|housing_turnover_weakness|debt_reduction_pressure,home_appliance_hardware_cycle_4c,needs_price_backfill,false,Appliance hardware without recurring rental/care revenue remains exposed to housing and replacement cycles.
target_self_checkout_limit_case,SERVICE_KIOSK_SELF_CHECKOUT,TARGET_SELF_CHECKOUT,Target self-checkout item limit,US,failed_rerating,SERVICE_KIOSK_SELF_CHECKOUT,WATCH_YELLOW_FIRST,2024-03-16,,,,,self_checkout_rollout|self_checkout_limit|retailer_retreat|customer_friction,theft_shrink|customer_friction|retailer_retreat|employee_workload,kiosk_self_checkout_operational_counterexample,needs_price_backfill,false,"Self-checkout installation count is weak if theft, customer friction, and operational workload rise."
santa_ana_self_checkout_regulation_case,SELF_CHECKOUT_LOCAL_REGULATION_OVERLAY,LOCAL_SELF_CHECKOUT_POLICY,Santa Ana self-checkout local regulation case,US,failed_rerating,SELF_CHECKOUT_LOCAL_REGULATION_OVERLAY,REDTEAM_FIRST,,,,,,local_self_checkout_regulation|item_limit|staffed_lane_requirement|staff_required_per_kiosk,item_limit|staff_required_per_kiosk|local_ordinance|retailer_retreat,self_checkout_local_regulation_watch,needs_price_backfill,false,Local self-checkout restrictions can cap kiosk productivity narratives unless retailer compliance economics are verified.
juul_fda_approval_case,CONSUMER_REGULATED_PRODUCT,JUUL_PRIVATE,Juul FDA tobacco and menthol e-cigarette approval,US,success_candidate,CONSUMER_REGULATED_PRODUCT,WATCH_YELLOW_FIRST,2025-07-17,2025-07-17,,,,fda_approval|sales_authorization|repeat_consumption|license_scope,youth_usage_controversy|policy_reversal|license_scope|public_health_warning,regulated_consumer_approval_stage2_candidate,needs_price_backfill,false,"Regulatory approval can change Stage materially, but scope, channels, social backlash, and reversal risk remain core checks."
fda_vape_enforcement_easing_case,NICOTINE_ALTERNATIVE_REGULATED,NICOTINE_POLICY_BASKET,FDA unauthorized vape enforcement easing,US,event_premium,NICOTINE_ALTERNATIVE_REGULATED,WATCH_YELLOW_FIRST,2026-05-08,,,2026-05-08,,fda_enforcement_easing|unauthorized_product_status|nicotine_pouch_or_vape_policy,unauthorized_product_status|enforcement_reversal|youth_usage_risk|public_health_warning,nicotine_alternative_regulatory_watch,needs_price_backfill,false,"Enforcement easing can route research, but it is not the same as durable authorization, channel access, and repeat FCF."
who_nicotine_pouch_youth_warning_case,NICOTINE_POUCH_YOUTH_SAFETY_OVERLAY,NICOTINE_PUBLIC_HEALTH,WHO nicotine pouch youth warning,GLOBAL,failed_rerating,NICOTINE_POUCH_YOUTH_SAFETY_OVERLAY,REDTEAM_FIRST,2026-05-15,,,,,public_health_warning|youth_usage_risk|nicotine_pouch_regulation,youth_usage_risk|public_health_warning|flavored_product_restriction|regulatory_backlash,nicotine_public_health_redteam,needs_price_backfill,false,Nicotine repeat consumption is not enough; youth usage and public-health warnings can cap or break the thesis.
cannabis_schedule3_limited_case,CANNABIS_PARTIAL_RESCHEDULING_LIMIT,CANNABIS_POLICY_BASKET,Cannabis Schedule III limited rescheduling,US,event_premium,CANNABIS_PARTIAL_RESCHEDULING_LIMIT,REDTEAM_FIRST,2026-05-12,,,2026-05-12,,dea_rescheduling|tax_effect_possible|regulated_product_policy|medical_cannabis_only_flag|dea_registration_required_flag,legal_conflict|license_scope|no_full_legalization|dea_registration_required|state_federal_conflict,cannabis_rescheduling_limited_stage2,needs_price_backfill,false,"Rescheduling can help some operators, but it is not full legalization and remains a policy/event watch."
