target_id,large_sector,canonical_archetype,posture,eps_fcf,structural_visibility,bottleneck_pricing,market_mispricing,valuation,capital_allocation,information_confidence,stage1_signals,stage2_signals,stage3_conditions,stage4b_conditions,stage4c_conditions,green_conditions,red_flags,loop9_penalty_axes,gate_only,production_scoring_changed,normalization_point
RARE_EARTH_MAGNET_SUPPLY_CHAIN,MATERIALS_SPREAD_STRATEGIC,RARE_EARTH_MAGNET_SUPPLY_CHAIN,GREEN_POSSIBLE,20,22,19,12,8,8,10,rare_earth_magnet_supply_chain|ndfeb_magnet|domestic_magnet_production|china_export_control,apple_prepayment|dod_customer|magnet_production_schedule|recycled_feedstock|offtake_contract,magnet_ramp_up|customer_qualification|revenue_recognized|fcf_conversion,magnet_supply_chain_premium_crowded|policy_premium_overgeneralized,magnet_ramp_delay|customer_qualification_failure|feedstock_shortage|policy_support_change,magnet_production|customer_qualification|offtake_contract|recycled_feedstock|fcf_conversion,magnet_ramp_delay|customer_qualification_failure|feedstock_shortage|policy_support_change,magnet_ramp|customer_qualification|feedstock|policy_support,false,false,"Rare-earth magnet supply-chain evidence is stronger than raw price spikes only when customers, production ramp, feedstock, and FCF are visible."
RARE_METALS_EXPORT_CONTROL_EVENT,MATERIALS_SPREAD_STRATEGIC,RARE_METALS_EXPORT_CONTROL_EVENT,WATCH_YELLOW_FIRST,10,8,16,10,6,4,10,rare_earth_export_control|export_license_delay|yttrium_export_delay|dysprosium_shortage|terbium_shortage,company_supply_contract|production_capacity|customer_offtake|strategic_supply_chain,price_floor|offtake_contract|production_ramp_up|fcf_conversion,rare_earth_export_control_rally_crowded|price_spike_overgeneralized|no_production_capacity_rally,export_control_relief|truce_extension|price_normalization|production_capacity_absent,price_floor|offtake_contract|production_capacity|fcf_conversion,no_production_capacity|no_offtake|export_control_relief|price_normalization,export_control_relief|price_spike|no_production_capacity|policy_truce,false,false,Export-control news is Stage 1 macro evidence; without company production and offtake it is not Green.
RARE_EARTH_CAPITAL_RAISE_DILUTION,MATERIALS_SPREAD_STRATEGIC,RARE_EARTH_CAPITAL_RAISE_DILUTION,REDTEAM_FIRST,gate,gate,gate,gate,gate,gate,gate,rare_earth_contract_after_rally|strategic_resource_capex|government_support,capital_raise_risk_detected,not_applicable_gate_only,rare_earth_rally_after_price_floor|valuation_moved_before_production,common_stock_offering|share_dilution|capex_funding_gap|policy_dependency,,common_stock_offering|share_dilution|capex_funding_gap|valuation_already_moved,capital_raise|dilution|capex|valuation_runup,true,false,MP-style strategic rare-earth success still needs capital discipline; offering and dilution cap unsafe Green.
LITHIUM_ESS_DEMAND_CYCLE,MATERIALS_SPREAD_STRATEGIC,LITHIUM_ESS_DEMAND_CYCLE,WATCH_YELLOW_FIRST,14,8,12,7,5,5,10,lithium_price_rebound|mine_shutdown|ev_or_ess_demand|capex_cut,low_cost_mine|offtake_contract|fcf_defense|capex_discipline,durable_fcf|restart_supply_risk_controlled|low_cost_position|price_defense,lithium_rebound_crowded|mine_restart_ignored|sodium_ion_ignored,lithium_price_crash|mine_restart_supply_rebound|ev_demand_slowdown|sodium_ion_substitution,low_cost_mine|offtake_contract|fcf_defense|capex_discipline,price_crash|mine_restart|supply_rebound|sodium_ion_competition|ev_demand_slowdown,lithium_price|mine_restart|ev_demand|sodium_ion,false,false,Lithium ESS demand can help Stage 1/2 but remains Cycle/Watch without FCF and supply response control.
PRECIOUS_METALS_SAFE_HAVEN_MINERS,MATERIALS_SPREAD_STRATEGIC,PRECIOUS_METALS_SAFE_HAVEN_MINERS,WATCH_YELLOW_FIRST,22,13,16,10,8,10,10,gold_silver_price|safe_haven_demand|real_rate_drop|mine_output,realized_gold_price|aisc_control|fcf_improvement|buyback_or_dividend,cost_control|capital_return|production_stable|jurisdiction_risk_controlled,record_gold_price_crowded|miner_group_overheat|safe_haven_narrative_crowded,gold_price_correction|aisc_rise|production_drop|jurisdiction_risk,realized_price|aisc_control|capital_return|fcf_conversion|production_stable,gold_price_correction|aisc_rise|mine_risk|production_drop,gold_price|aisc|production|jurisdiction,false,false,"Gold miners can work as cycles, but safe-haven price alone is not structural visibility."
GOLD_MINER_JURISDICTION_RERATING,MATERIALS_SPREAD_STRATEGIC,GOLD_MINER_JURISDICTION_RERATING,WATCH_YELLOW_FIRST,20,16,14,12,8,8,10,jurisdiction_safety_premium|gold_mna|canada_us_assets|safe_haven_gold,safe_jurisdiction_assets|mna_synergy|production_profile|aisc_control,fcf_conversion|reserve_replacement|capital_return|jurisdiction_discount_narrows,jurisdiction_safety_premium_crowded|gold_mna_premium_full,mna_dilution|integration_failure|production_miss|gold_price_reversal,safe_jurisdiction_assets|fcf_conversion|capital_return|reserve_replacement,mna_dilution|integration_failure|production_miss|gold_price_reversal,mna_dilution|integration|gold_price|production,false,false,"Gold-miner jurisdiction rerating needs safer assets, production/AISC proof, FCF, and capital return, not gold price alone."
GENERAL_TRADING_RESOURCE_INFRA,MATERIALS_SPREAD_STRATEGIC,GENERAL_TRADING_RESOURCE_INFRA,GREEN_POSSIBLE,17,20,12,12,16,10,10,resource_rights|energy_contract|buyback_dividend|conglomerate_discount_rerating,long_term_offtake|project_stake|fcf|capital_return|valuation_discount,resource_infra_fcf_frame|capital_allocation_execution|valuation_discount_narrows,sogo_shosha_story_crowded|resource_infra_rerating_full,commodity_price_drop|project_delay|capital_allocation_retreat|fx_hit,long_term_offtake|project_stake|fcf|capital_return,commodity_cycle|project_delay|capital_allocation_retreat,commodity|fx|conglomerate_discount|project_delay,false,false,"Trading/resource houses rerate on resource-infra FCF and capital allocation, not sales scale alone."
LNG_ENERGY_TRADING_DISTRIBUTION,MATERIALS_SPREAD_STRATEGIC,LNG_ENERGY_TRADING_DISTRIBUTION,GREEN_POSSIBLE,18,18,16,10,8,6,10,lng_long_term_contract|energy_security|lpg_distribution|project_news,long_term_contract|fid_status|project_equity_investment|margin_visible,repeat_fcf|project_stake|energy_security_value|margin_visible,lng_contract_story_crowded|energy_security_premium_full,fid_delay|financing_delay|lng_price_reversal|project_delay,long_term_contract|fid_status|project_stake|margin_visible|repeat_fcf,fid_delay|financing_delay|price_reversal|project_delay,fid|lng_price|project_financing|margin,false,false,"LNG can be Watch-to-Green when long contracts, FID, project stake, and FCF are explicit."
PAPER_PACKAGING_CYCLE,MATERIALS_SPREAD_STRATEGIC,PAPER_PACKAGING_CYCLE,WATCH_YELLOW_FIRST,16,12,12,10,7,5,10,paper_price|corrugated_spread|packaging_mna|plastic_replacement,volume_recovery|price_cost_spread|mna_synergy|cash_return,durable_spread|scale_economics|cash_return|fcf_stable,packaging_mna_premium_crowded|consolidation_narrative_overpriced,low_volume|price_pressure|competition_remedy|plant_divestment|mature_industry_limit,volume_recovery|price_cost_spread|cash_return|fcf_stable,low_volume|price_pressure|competition_remedy|mature_industry|plant_divestment,cost|competition|mature_industry|regulatory_remedy,false,false,Packaging is mature and cyclical; M&A premium is not durable spread evidence by itself.
PACKAGING_CONSOLIDATION_REMEDY,MATERIALS_SPREAD_STRATEGIC,PACKAGING_CONSOLIDATION_REMEDY,WATCH_YELLOW_FIRST,14,12,10,9,6,6,10,packaging_mna|consolidation|scale_economics_claim,competition_remedy|plant_divestment|mna_synergy|cash_return,synergy_realization|fcf_stable|regulatory_remedy_completed|cash_return,mna_premium_crowded|consolidation_synergy_overpriced,plant_divestment|regulatory_remedy_delay|synergy_shortfall|mature_industry_limit,synergy_realization|fcf_stable|cash_return|regulatory_remedy_completed,plant_divestment|regulatory_remedy_delay|synergy_shortfall|mature_industry_limit,regulatory_remedy|plant_divestment|synergy|mature_industry,false,false,"Packaging M&A can support Stage 2, but competition remedies and divestments cap Green until FCF and synergy are proven."
ADVANCED_MATERIAL_SPECULATIVE_THEME,MATERIALS_SPREAD_STRATEGIC,ADVANCED_MATERIAL_SPECULATIVE_THEME,REDTEAM_FIRST,5,4,5,5,4,0,10,graphene_mxene_ferrite_superconductor_theme|paper_or_preprint|sns_theme,commercial_contract|qualified_customer|revenue_conversion,commercial_revenue|repeat_customer|fcf_path,speculative_material_theme_overheat|paper_only_price_run,no_commercialization|paper_only|no_revenue|dilution,commercial_contract|revenue_conversion|fcf_path,paper_only|no_revenue|theme_only|no_commercialization|dilution,commercialization|customer_validation|revenue|dilution,false,false,Advanced materials are RedTeam-first before commercial revenue and customer validation.
SPECULATIVE_SCIENCE_THEME,MATERIALS_SPREAD_STRATEGIC,SPECULATIVE_SCIENCE_THEME,REDTEAM_FIRST,4,3,4,4,3,0,10,paper_or_preprint|sns_science_theme|lab_result,independent_replication|commercial_customer|revenue_path,commercial_revenue|repeat_customer|fcf_path,science_theme_overheat|retail_crowding,replication_failure|commercial_product_absent|no_customer|dilution,commercial_revenue|customer_validation|fcf_path,replication_failure|paper_only|no_commercial_product|no_revenue,replication|commercial_product|customer|revenue,false,false,"Science themes are Red by default when only papers, preprints, or social-media narratives exist."
EVENT_PREMIUM_GOVERNANCE_OVERLAY,MATERIALS_SPREAD_STRATEGIC,EVENT_PREMIUM_GOVERNANCE_OVERLAY,REDTEAM_FIRST,gate,gate,gate,gate,gate,gate,gate,tender_offer|hostile_takeover|governance_battle|event_day_price_reaction,event_premium_detected,not_applicable_gate_only,not_applicable_gate_only,event_premium_misclassified_as_structural|capital_structure_risk|governance_dispute,,tender_offer|governance_event|event_premium|capital_structure_risk,event_premium|governance|capital_structure|hostile_takeover,true,false,"Tender offers and governance battles are RedTeam overlays, not EPS/FCF rerating evidence."
COMMODITY_PRICE_4C_OVERLAY,MATERIALS_SPREAD_STRATEGIC,COMMODITY_PRICE_4C_OVERLAY,REDTEAM_FIRST,gate,gate,gate,gate,gate,gate,gate,commodity_price_breakout_or_crash|spread_reversal|supply_restart|dividend_change,commodity_4c_risk_detected,not_applicable_gate_only,not_applicable_gate_only,price_crash|supply_restart|dividend_cut|capex_cut|demand_destruction,,price_crash|supply_restart|dividend_cut|capex_cut|demand_destruction,commodity_price|supply_restart|dividend|capex,true,false,"Commodity price reversal, supply restart, and dividend cuts are 4C overlays, not positive score."
DISCLOSURE_CONFIDENCE_CAP,MATERIALS_SPREAD_STRATEGIC,DISCLOSURE_CONFIDENCE_CAP,REDTEAM_FIRST,cap,cap,cap,cap,cap,cap,+,large_resource_contract|offtake_contract|price_floor_claim|customer_confidential,disclosure_gap_detected,not_applicable_cap_only,not_applicable_cap_only,contract_value_missing|price_terms_missing|counterparty_undisclosed|duration_missing,,contract_value_missing|price_terms_missing|counterparty_undisclosed|duration_missing,contract_value|price_terms|counterparty|duration,true,false,"Resource contracts receive a Stage 3 cap when value, price terms, counterparty, or duration are not disclosed."
