target_id,large_sector,canonical_archetype,posture,eps_fcf,structural_visibility,bottleneck_pricing,market_mispricing,valuation,capital_allocation,information_confidence,stage1_signals,stage2_signals,stage3_conditions,stage4b_conditions,stage4c_conditions,green_conditions,red_flags,loop9_penalty_axes,gate_only,production_scoring_changed,normalization_point
AV_CRASH_DISCLOSURE_PROBE_OVERLAY,MOBILITY_TRANSPORT_LEISURE,AV_CRASH_DISCLOSURE_PROBE_OVERLAY,REDTEAM_FIRST,gate,gate,gate,gate,gate,gate,gate,av_crash_report|nhtsa_probe|remote_assistance_dependency,crash_count_quantified|minor_injury_flag|operational_change_after_incident,not_applicable_gate_only,av_deployment_priced_while_probe_unresolved,nhtsa_probe_flag|crash_count|minor_injury_flag|hazard_response_failure|remote_assistance_dependency,,nhtsa_probe|crash_count|remote_assistance|hazard_response,nhtsa|crash|remote_assistance|hazard_response,true,false,AV crash disclosure and federal probes are RedTeam evidence until incident detail and remediation are clear.
AUTONOMOUS_TRUCKING_COMMERCIAL_LAUNCH,MOBILITY_TRANSPORT_LEISURE,AUTONOMOUS_TRUCKING_COMMERCIAL_LAUNCH,WATCH_YELLOW_FIRST,16,16,10,14,9,0,6,driverless_trucking_pilot|freight_customer_announcement|safety_report|route_launch,paid_freight_route|driverless_miles|repeat_customer|route_stability|carrier_partner,cost_per_mile_visible|fleet_utilization|gross_margin|insurance_cost_stable|route_expansion,driverless_trucking_tam_overpriced|tiny_fleet_scaled_as_full_autonomy,safety_incident|restricted_odd|insurance_cost_unknown|remote_support_cost_unknown|cash_burn_persistent,driverless_miles|repeat_customer|cost_per_mile|fleet_utilization|safety_record_clean,restricted_odd|insurance_cost|remote_support_cost|cash_burn|tiny_fleet,restricted_odd|insurance|remote_support|utilization,false,false,"Autonomous trucking can be Stage 2 after paid freight miles, but Stage 3 needs route economics, safety, and repeat customers."
AUTONOMOUS_TRUCKING_PAID_FREIGHT_MILESTONE,MOBILITY_TRANSPORT_LEISURE,AUTONOMOUS_TRUCKING_PAID_FREIGHT_MILESTONE,WATCH_YELLOW_FIRST,17,17,10,14,9,0,6,driverless_freight_milestone|paid_delivery|customer_route_launch,paid_freight_flag|driverless_miles|autonomous_trucking_customer|carrier_partner_flag,repeat_customer|truck_utilization|truck_cost_per_mile|insurance_cost_stable|route_expansion,paid_freight_milestone_overpriced|single_route_scaled_as_network,tiny_fleet_size|restricted_odd|weather_night_operation_limited|insurance_cost_unknown|remote_support_cost_unknown|negative_fcf,paid_freight_flag|driverless_miles|repeat_customer|truck_cost_per_mile|safety_record_clean,tiny_fleet|restricted_odd|insurance|remote_support|negative_fcf,paid_freight|fleet_scale|insurance|remote_support|utilization,false,false,"Paid driverless freight is strong Stage 2 evidence, but Green still needs repeat customers, utilization, cost per mile, and insurance."
AUTONOMOUS_TRUCKING_UNIT_ECONOMICS,MOBILITY_TRANSPORT_LEISURE,AUTONOMOUS_TRUCKING_UNIT_ECONOMICS,REDTEAM_FIRST,gate,gate,gate,gate,gate,gate,gate,driverless_miles_claim|autonomous_truck_launch|fleet_scale_claim,cost_per_mile_disclosed|utilization_rate|insurance_cost_per_truck|remote_support_cost,not_applicable_gate_only,driverless_launch_overpriced|tam_narrative_before_unit_economics,tiny_fleet_size|restricted_odd|weather_night_operation_limited|insurance_cost_unknown|remote_support_cost_unknown|negative_fcf,,cost_per_mile|utilization|insurance|remote_support|restricted_odd,cost_per_mile|utilization|insurance|remote_support,true,false,"Autonomous trucking unit economics are a RedTeam gate: driverless miles are not enough without cost, utilization, and insurance evidence."
TIRE_AUTO_COMPONENT_SPREAD,MOBILITY_TRANSPORT_LEISURE,TIRE_AUTO_COMPONENT_SPREAD,WATCH_YELLOW_FIRST,17,12,12,10,9,2,5,tire_demand_recovery|raw_material_spread|replacement_market,oe_re_mix|north_america_demand_stable|op_eps_revision|fcf_margin,spread_fcf_persistent|replacement_demand_resilient|china_competition_controlled,spread_peak_ignored,north_america_demand_slowdown|replacement_market_weakness|raw_material_spike|tariff_hit|fcf_guidance_cut,oe_re_mix|raw_material_spread|op_eps_revision|fcf_margin,north_america_demand|raw_material|tariff|fcf_guidance_cut,north_america_demand|raw_material|tariff|fcf,false,false,Tire Green is restricted; demand recovery must become margin and FCF.
AIRLINE_TRAVEL_CYCLE,MOBILITY_TRANSPORT_LEISURE,AIRLINE_TRAVEL_CYCLE,WATCH_YELLOW_FIRST,18,14,5,12,10,2,5,passenger_recovery|cargo_rate|airline_merger|reopening_news,revenue_op_improvement|integration_synergy|passenger_cargo_mix|load_factor,fcf_cost_stability|fuel_fx_risk_low|integration_cost_controlled,integration_or_reopening_crowded|cargo_cycle_ignored,fuel_shock|fx_loss|integration_cost|cargo_passenger_slowdown|tariff_trade_uncertainty,load_factor|yield_or_margin|fuel_fx_risk_low|integration_cost_controlled,fuel|fx|integration_cost|cargo_cycle|regulatory_condition,fuel|fx|integration|cargo_cycle,false,false,Airline recovery is Watch-first; traffic without margin is not Green evidence.
AIRLINE_INTEGRATION_SCALE,MOBILITY_TRANSPORT_LEISURE,AIRLINE_INTEGRATION_SCALE,WATCH_YELLOW_FIRST,18,16,6,12,11,2,5,airline_merger_complete|route_integration|lcc_integration|scale_synergy,revenue_op_improvement|integration_synergy|passenger_cargo_mix|route_divestment_complete,fcf_cost_stability|fuel_fx_risk_low|integration_cost_controlled|regulatory_conditions_satisfied,integration_synergy_crowded|cargo_cycle_ignored,fuel_shock|fx_loss|integration_cost|cargo_passenger_slowdown|route_divestment_pressure,integration_synergy|load_factor|yield_or_margin|integration_cost_controlled,fuel|fx|integration_cost|cargo_cycle|regulatory_condition,fuel|fx|integration|cargo_cycle,false,false,"Airline integration is Watch-to-Green only after synergy, costs, fuel/FX, and cargo/passenger mix are verified."
TRAVEL_LEISURE_REOPENING,MOBILITY_TRANSPORT_LEISURE,TRAVEL_LEISURE_REOPENING,WATCH_YELLOW_FIRST,17,13,5,12,10,1,5,tourist_recovery|hotel_occupancy|leisure_reopening,revpar_improvement|op_leverage|visitor_spend|average_spend_per_visitor,repeat_travel_spend|occupancy_and_margin_visible|revpar_persistent,reopening_policy_crowded,visitor_mix_weak|occupancy_slowdown|cost_inflation|policy_event_only,visitor_spend|hotel_occupancy|revpar|opm_improvement,tourist_mix|policy_event_only|cost_inflation|occupancy_slowdown,tourist_mix|occupancy|policy_event,false,false,"Travel needs spend and operating leverage, not arrival headlines alone."
CASINO_DUTYFREE_TOURISM,MOBILITY_TRANSPORT_LEISURE,CASINO_DUTYFREE_TOURISM,WATCH_YELLOW_FIRST,18,13,5,12,10,2,5,visa_policy|china_group_tourism|casino_dutyfree_recovery,tourist_spend|casino_drop_amount|duty_free_sales|hotel_occupancy|vip_mix,visitor_mix_diversified|china_dependence_lower|cashflow_margin_visible,tourism_policy_rally_crowded|spend_unverified_policy_rally,drop_slowdown|duty_free_asp_weak|china_mix_weak|capex_burden,tourist_arrivals|casino_drop_amount|duty_free_sales|opm_improvement,china_dependence|drop_amount|duty_free_asp|policy_event_only,china_dependence|drop_amount|dutyfree_asp,false,false,"Tourism policy is Stage 1 until actual spend, drop, ASP, and OPM are visible."
TOURISM_POLICY_EVENT,MOBILITY_TRANSPORT_LEISURE,TOURISM_POLICY_EVENT,WATCH_YELLOW_FIRST,8,7,4,10,6,0,5,visa_policy|tourism_policy|china_group_tourism|reopening_policy,tourist_arrivals|average_spend_per_visitor|casino_drop_amount|duty_free_sales,policy_converts_to_opm|tourist_spend_verified|visitor_mix_quality|fcf_improvement,tourism_policy_rally_crowded|policy_event_priced_before_spend,visa_policy_rally_without_spend|chinese_tourist_mix_weak|duty_free_asp_not_recovering|casino_drop_amount_weak,tourist_spend|casino_drop_amount|duty_free_sales|opm_improvement,policy_event_only|tourist_spend_unverified|duty_free_asp|casino_drop,policy_event|spend|drop_amount|dutyfree_asp,false,false,"Tourism policy is Stage 1 evidence; it cannot become Green until spend, drop amount, ASP, and OPM are verified."
SHIPPING_FREIGHT_CYCLE,MOBILITY_TRANSPORT_LEISURE,SHIPPING_FREIGHT_CYCLE,REDTEAM_FIRST,20,7,18,8,7,0,5,freight_rate_spike|red_sea_disruption|capacity_adjustment,freight_rate_index|ebitda_improvement|cash_or_dividend,multi_year_supply_discipline|contract_rate_visibility,freight_peak|shipping_stock_crowded|red_sea_premium_overpriced,freight_rate_collapse|spot_rate_below_breakeven|overcapacity|new_ship_delivery|suez_route_normalization,contract_vs_spot_rate|fleet_capacity_discipline|ebitda_cashflow|overcapacity_low,overcapacity|freight_peak|demand_slowdown|route_normalization,overcapacity|freight_peak|suez_normalization,false,false,Shipping is cycle-heavy; structural Green is highly restricted.
LOGISTICS_PARCEL_FREIGHT,MOBILITY_TRANSPORT_LEISURE,LOGISTICS_PARCEL_FREIGHT,WATCH_YELLOW_FIRST,18,15,6,12,10,2,5,parcel_volume|freight_volume|network_efficiency,unit_price_stable|labor_cost_control|opm_improvement|automation_cost_payback,network_density_advantage|recurring_shipper_contract,logistics_efficiency_crowded,unit_price_pressure|labor_cost_spike|volume_slowdown|automation_cost_overrun,volume_growth|unit_price_stable|labor_cost_control|opm_improvement,unit_price_pressure|labor_cost|volume_slowdown,unit_price|labor_cost|volume,false,false,"Logistics needs unit price and labor-cost control, not volume alone."
RENTAL_USED_CAR_MOBILITY,MOBILITY_TRANSPORT_LEISURE,RENTAL_USED_CAR_MOBILITY,WATCH_YELLOW_FIRST,15,12,6,10,8,1,5,rental_demand|used_car_price|fleet_strategy|ev_fleet_strategy,fleet_margin|residual_value_stable|repair_cost_control|utilization_rate,asset_turnover_and_fcf|residual_value_resilient|repair_cost_stable,fleet_strategy_crowded,residual_value_drop|repair_cost_spike|insurance_cost|fleet_writedown|low_customer_demand,residual_value|repair_cost_per_vehicle|utilization_rate|fcf_margin,residual_value|repair_cost|interest_rate|fleet_writedown,residual_value|repair_cost|interest|ev_fleet,false,false,Rental and used-car stories need unit economics and residual value.
EV_RENTAL_UNIT_ECONOMICS,MOBILITY_TRANSPORT_LEISURE,EV_RENTAL_UNIT_ECONOMICS,REDTEAM_FIRST,gate,gate,gate,gate,gate,gate,gate,ev_fleet_strategy|rental_ev_expansion|charging_network_plan,repair_cost_control|residual_value_stable|utilization_rate|insurance_cost_control,not_applicable_gate_only,ev_fleet_growth_overpriced,ev_repair_cost|residual_value_drop|fleet_write_down|depreciation_charge|insurance_cost|charging_friction,,repair_cost|residual_value|fleet_write_down|depreciation|insurance|charging_friction,repair_cost|residual_value|depreciation|insurance,true,false,EV rental fleet economics are a RedTeam gate: EV labels do not help if residual values and repair costs break.
MOBILITY_RENTAL_MICROMOBILITY,MOBILITY_TRANSPORT_LEISURE,MOBILITY_RENTAL_MICROMOBILITY,WATCH_YELLOW_FIRST,16,13,6,11,8,1,5,ipo_filing|city_expansion|ridership_growth,revenue_growth|fcf_positive|unit_economics|utilization_rate,recurring_usage|debt_stability|regulatory_risk_controlled|platform_partner_risk_low,ipo_valuation_crowded,debt_maturity|going_concern|regulatory_restriction|seasonality_loss|platform_partner_dependency,micromobility_revenue|micromobility_fcf|utilization_rate|debt_maturity_manageable,unit_economics|debt|regulation|seasonality|uber_dependency,debt|seasonality|uber_dependency|unit_economics,false,false,Micromobility needs FCF and debt stability; rides or city count alone is not enough.
URBAN_AIR_DRONE,MOBILITY_TRANSPORT_LEISURE,URBAN_AIR_DRONE,REDTEAM_FIRST,8,8,6,12,6,0,5,part135|strategic_investment|evtol_policy|drone_theme,type_certification|production_certification|commercial_operation|customer_contract,commercial_revenue|unit_economics|cash_runway_secure,pre_revenue_valuation_crowded|certification_story_overpriced,certification_delay|cash_burn|discounted_offering|production_delay|pre_revenue_valuation,type_certification_flag|commercial_revenue|cash_runway_months|dilution_risk_low,certification|cash_burn|dilution|pre_revenue|discounted_offering,certification|cash_burn|dilution|pre_revenue,false,false,"eVTOL/drone is RedTeam-first until certification, revenue, and cash runway are proven."
EVTOL_CERTIFICATION_CASH_BURN,MOBILITY_TRANSPORT_LEISURE,EVTOL_CERTIFICATION_CASH_BURN,REDTEAM_FIRST,gate,gate,gate,gate,gate,gate,gate,part135|evtol_policy|strategic_investment|vertiport_plan,type_certification|production_certification|cash_runway_months|commercial_launch_confirmed,not_applicable_gate_only,pre_revenue_valuation_crowded|certification_story_overpriced,type_certification_missing|cash_burn|discounted_offering|pre_revenue_valuation|going_concern_or_funding_gap|production_delay,,type_certification|cash_burn|discounted_offering|pre_revenue|funding_gap,certification|cash_burn|dilution|pre_revenue,true,false,eVTOL certification and cash burn are gate-level risks; Part 135 is not Type Certification or commercial unit economics.
PART135_NOT_TYPE_CERTIFICATION,MOBILITY_TRANSPORT_LEISURE,PART135_NOT_TYPE_CERTIFICATION,REDTEAM_FIRST,gate,gate,gate,gate,gate,gate,gate,part135_flag|operator_certificate|air_taxi_service_plan,type_certification_flag|production_certification_flag|commercial_revenue,not_applicable_gate_only,part135_milestone_overpriced|certification_story_overpriced,type_certification_missing|production_certification_missing|commercial_revenue_missing|cash_burn|discounted_offering,,part135_not_type_certification|type_certification|production_certification|cash_burn,part135|type_certification|production_certification|cash_burn,true,false,"Part 135 is an operator milestone, not proof of aircraft type certification, scaled commercial revenue, or positive unit economics."
SPACE_SUPPLYCHAIN,MOBILITY_TRANSPORT_LEISURE,SPACE_SUPPLYCHAIN,REDTEAM_FIRST,14,13,8,12,9,0,5,space_theme|satellite_supply_contract|launch_program,actual_contract|delivery_revenue|backlog_visibility,repeat_space_supply_revenue|customer_contract_quality,spacex_supplychain_theme_crowded,no_actual_contract|launch_delay|capex_debt_stress,actual_delivery_contract|revenue_conversion|backlog_visibility,no_contract|launch_delay|capex_debt|theme_only,no_contract|launch_delay|capex_debt,false,false,Space supply-chain labels need actual contracts and delivery revenue.
SATELLITE_CONNECTIVITY_INFRA,MOBILITY_TRANSPORT_LEISURE,SATELLITE_CONNECTIVITY_INFRA,GREEN_POSSIBLE,19,21,10,13,11,2,5,airline_connectivity_contract|secure_communications|satellite_backlog,connectivity_revenue_growth|airline_contract_count|ebitda_improvement|gross_backlog,recurring_connectivity_revenue|gross_backlog|debt_capex_manageable,connectivity_narrative_crowded|secure_comms_story_overpriced,launch_delay|contract_cancellation|capex_debt_stress|competitor_constellation|government_budget_delay,satellite_backlog|connectivity_revenue_growth|airline_contract_count|capex_debt_ratio_ok,capex_debt|launch_delay|competitor_constellation|contract_cancellation,capex_debt|launch_delay|customer_concentration,false,false,Satellite connectivity can be Green-eligible only with real backlog and recurring revenue.
TRANSPORT_SAFETY_REGULATORY_OVERLAY,MOBILITY_TRANSPORT_LEISURE,TRANSPORT_SAFETY_REGULATORY_OVERLAY,REDTEAM_FIRST,gate,gate,gate,gate,gate,gate,gate,transport_safety_event|autonomous_vehicle_recall|evtOL_safety_event|airline_safety_event,incident_quantified|regulatory_response|service_recovery,not_applicable_gate_only,safety_risk_underpriced,safety_recall|nhtsa_scrutiny|certification_delay|service_suspension|accident_liability,,safety_recall|nhtsa_scrutiny|certification|service_suspension,safety|regulatory|certification,true,false,"Transport safety and certification events are RedTeam gates, not positive score inputs."
FLEET_UNIT_ECONOMICS_OVERLAY,MOBILITY_TRANSPORT_LEISURE,FLEET_UNIT_ECONOMICS_OVERLAY,REDTEAM_FIRST,gate,gate,gate,gate,gate,gate,gate,fleet_unit_economics_warning|ev_fleet_strategy|micromobility_unit_economics,residual_value_stable|repair_cost_control|utilization_rate|debt_maturity_manageable,not_applicable_gate_only,fleet_growth_overpriced,fleet_depreciation|repair_cost_spike|insurance_cost|utilization_drop|going_concern,,residual_value|repair_cost|utilization|debt|going_concern,fleet_depreciation|repair_cost|utilization|debt,true,false,"Fleet economics overlays guard rental, EV fleet, and micromobility stories."
DISCLOSURE_CONFIDENCE_CAP,MOBILITY_TRANSPORT_LEISURE,DISCLOSURE_CONFIDENCE_CAP,REDTEAM_FIRST,cap,cap,cap,cap,cap,cap,+,fleet_contract_headline|freight_rate_claim|connectivity_contract_headline|unit_economics_claim,detail_fetch_required|source_detail_confidence_checked,stage3_cap_until_contract_fleet_freight_or_unit_economics_verified,not_applicable_cap_only,contract_amount_missing|fleet_size_missing|freight_rate_missing|unit_economics_missing|certification_detail_missing|disclosure_confidence_low,,contract_terms_missing|fleet_detail_missing|freight_rate_missing|unit_economics_missing|certification_detail_missing,disclosure_confidence|fleet|freight|unit_economics|certification,false,false,"Missing contract, fleet, freight, certification, or unit-economics detail caps Stage 3 confidence."
