target_id,stage1,stage2,stage3,stage4b,stage4c,red_flags,loop4_penalty_axes,gate_only,production_scoring_changed
AIRLINE_TRAVEL_CYCLE,passenger_recovery|cargo_rate|airline_merger|reopening_news,revenue_op_improvement|integration_synergy|passenger_cargo_mix|load_factor,fcf_cost_stability|fuel_fx_risk_low|integration_cost_controlled,integration_or_reopening_crowded|cargo_cycle_ignored,fuel_shock|fx_loss|integration_cost|cargo_passenger_slowdown|tariff_trade_uncertainty,fuel|fx|integration_cost|cargo_cycle|regulatory_condition,fuel|fx|integration|cargo_cycle,false,false
AIRLINE_INTEGRATION_SCALE,airline_merger_complete|route_integration|lcc_integration|scale_synergy,revenue_op_improvement|integration_synergy|passenger_cargo_mix|route_divestment_complete,fcf_cost_stability|fuel_fx_risk_low|integration_cost_controlled|regulatory_conditions_satisfied,integration_synergy_crowded|cargo_cycle_ignored,fuel_shock|fx_loss|integration_cost|cargo_passenger_slowdown|route_divestment_pressure,fuel|fx|integration_cost|cargo_cycle|regulatory_condition,fuel|fx|integration|cargo_cycle,false,false
TRAVEL_LEISURE_REOPENING,tourist_recovery|hotel_occupancy|leisure_reopening,revpar_improvement|op_leverage|visitor_spend|average_spend_per_visitor,repeat_travel_spend|occupancy_and_margin_visible|revpar_persistent,reopening_policy_crowded,visitor_mix_weak|occupancy_slowdown|cost_inflation|policy_event_only,tourist_mix|policy_event_only|cost_inflation|occupancy_slowdown,tourist_mix|occupancy|policy_event,false,false
CASINO_DUTYFREE_TOURISM,visa_policy|china_group_tourism|casino_dutyfree_recovery,tourist_spend|casino_drop_amount|duty_free_sales|hotel_occupancy|vip_mix,visitor_mix_diversified|china_dependence_lower|cashflow_margin_visible,tourism_policy_rally_crowded|spend_unverified_policy_rally,drop_slowdown|duty_free_asp_weak|china_mix_weak|capex_burden,china_dependence|drop_amount|duty_free_asp|policy_event_only,china_dependence|drop_amount|dutyfree_asp,false,false
SHIPPING_FREIGHT_CYCLE,freight_rate_spike|red_sea_disruption|capacity_adjustment,freight_rate_index|ebitda_improvement|cash_or_dividend,multi_year_supply_discipline|contract_rate_visibility,freight_peak|shipping_stock_crowded|red_sea_premium_overpriced,freight_rate_collapse|spot_rate_below_breakeven|overcapacity|new_ship_delivery|suez_route_normalization,overcapacity|freight_peak|demand_slowdown|route_normalization,overcapacity|freight_peak|suez_normalization,false,false
LOGISTICS_PARCEL_FREIGHT,parcel_volume|freight_volume|network_efficiency,unit_price_stable|labor_cost_control|opm_improvement|automation_cost_payback,network_density_advantage|recurring_shipper_contract,logistics_efficiency_crowded,unit_price_pressure|labor_cost_spike|volume_slowdown|automation_cost_overrun,unit_price_pressure|labor_cost|volume_slowdown,unit_price|labor_cost|volume,false,false
RENTAL_USED_CAR_MOBILITY,rental_demand|used_car_price|fleet_strategy|ev_fleet_strategy,fleet_margin|residual_value_stable|repair_cost_control|utilization_rate,asset_turnover_and_fcf|residual_value_resilient|repair_cost_stable,fleet_strategy_crowded,residual_value_drop|repair_cost_spike|insurance_cost|fleet_writedown|low_customer_demand,residual_value|repair_cost|interest_rate|fleet_writedown,residual_value|repair_cost|interest|ev_fleet,false,false
EV_RENTAL_UNIT_ECONOMICS,ev_fleet_strategy|rental_ev_expansion|charging_network_plan,repair_cost_control|residual_value_stable|utilization_rate|insurance_cost_control,not_applicable_gate_only,ev_fleet_growth_overpriced,ev_repair_cost|residual_value_drop|fleet_write_down|depreciation_charge|insurance_cost|charging_friction,repair_cost|residual_value|fleet_write_down|depreciation|insurance|charging_friction,repair_cost|residual_value|depreciation|insurance,true,false
MOBILITY_RENTAL_MICROMOBILITY,ipo_filing|city_expansion|ridership_growth,revenue_growth|fcf_positive|unit_economics|utilization_rate,recurring_usage|debt_stability|regulatory_risk_controlled|platform_partner_risk_low,ipo_valuation_crowded,debt_maturity|going_concern|regulatory_restriction|seasonality_loss|platform_partner_dependency,unit_economics|debt|regulation|seasonality|uber_dependency,debt|seasonality|uber_dependency|unit_economics,false,false
URBAN_AIR_DRONE,part135|strategic_investment|evtol_policy|drone_theme,type_certification|production_certification|commercial_operation|customer_contract,commercial_revenue|unit_economics|cash_runway_secure,pre_revenue_valuation_crowded|certification_story_overpriced,certification_delay|cash_burn|discounted_offering|production_delay|pre_revenue_valuation,certification|cash_burn|dilution|pre_revenue|discounted_offering,certification|cash_burn|dilution|pre_revenue,false,false
EVTOL_CERTIFICATION_CASH_BURN,part135|evtol_policy|strategic_investment|vertiport_plan,type_certification|production_certification|cash_runway_months|commercial_launch_confirmed,not_applicable_gate_only,pre_revenue_valuation_crowded|certification_story_overpriced,type_certification_missing|cash_burn|discounted_offering|pre_revenue_valuation|going_concern_or_funding_gap|production_delay,type_certification|cash_burn|discounted_offering|pre_revenue|funding_gap,certification|cash_burn|dilution|pre_revenue,true,false
SPACE_SUPPLYCHAIN,space_theme|satellite_supply_contract|launch_program,actual_contract|delivery_revenue|backlog_visibility,repeat_space_supply_revenue|customer_contract_quality,spacex_supplychain_theme_crowded,no_actual_contract|launch_delay|capex_debt_stress,no_contract|launch_delay|capex_debt|theme_only,no_contract|launch_delay|capex_debt,false,false
SATELLITE_CONNECTIVITY_INFRA,airline_connectivity_contract|secure_communications|satellite_backlog,connectivity_revenue_growth|airline_contract_count|ebitda_improvement|gross_backlog,recurring_connectivity_revenue|gross_backlog|debt_capex_manageable,connectivity_narrative_crowded|secure_comms_story_overpriced,launch_delay|contract_cancellation|capex_debt_stress|competitor_constellation|government_budget_delay,capex_debt|launch_delay|competitor_constellation|contract_cancellation,capex_debt|launch_delay|customer_concentration,false,false
TRANSPORT_SAFETY_REGULATORY_OVERLAY,transport_safety_event|autonomous_vehicle_recall|evtOL_safety_event|airline_safety_event,incident_quantified|regulatory_response|service_recovery,not_applicable_gate_only,safety_risk_underpriced,safety_recall|nhtsa_scrutiny|certification_delay|service_suspension|accident_liability,safety_recall|nhtsa_scrutiny|certification|service_suspension,safety|regulatory|certification,true,false
FLEET_UNIT_ECONOMICS_OVERLAY,fleet_unit_economics_warning|ev_fleet_strategy|micromobility_unit_economics,residual_value_stable|repair_cost_control|utilization_rate|debt_maturity_manageable,not_applicable_gate_only,fleet_growth_overpriced,fleet_depreciation|repair_cost_spike|insurance_cost|utilization_drop|going_concern,residual_value|repair_cost|utilization|debt|going_concern,fleet_depreciation|repair_cost|utilization|debt,true,false
