case_id,target_id,symbol,company_name,market,case_type,canonical_archetype,posture,stage1_date,stage2_date,stage3_date,stage4b_date,stage4c_date,evidence_fields,red_flag_fields,alignment_hint,price_validation_status,production_input,notes
bluebird_bio_commercialization_failure_case,COMMERCIALIZATION_FAILURE,BLUE,bluebird bio,US,4c_thesis_break,COMMERCIALIZATION_FAILURE,REDTEAM_FIRST,,,,,2025-02-21,gene_therapy_approval|rare_disease_treatment,slow_uptake|reimbursement_uncertainty|cash_runway_collapse|discounted_take_private,approval_without_commercialization_or_cash_runway,needs_price_backfill,false,"Approval alone is not EPS/FCF; uptake, reimbursement, revenue, and cash runway must support the case."
novo_nordisk_glp1_4b_to_4c_case,SECTOR_SUCCESS_BUT_4B_WATCH,NOVO,Novo Nordisk,GLOBAL,4c_thesis_break,SECTOR_SUCCESS_BUT_4B_WATCH,WATCH_YELLOW_FIRST,2024-01-01,,,2025-07-29,2026-02-04,glp1_tam|growth_stock_rerating|pricing_power,sales_guide_down|op_guide_down|price_pressure|competition|reimbursement_risk,crowded_4b_then_4c_when_growth_revision_breaks,needs_price_backfill,false,A crowded growth winner can move from 4B watch to 4C when revisions break.
equinix_affo_cashflow_integrity_case,AFFO_CASHFLOW_INTEGRITY_RISK,EQIX,Equinix,US,failed_rerating,AFFO_CASHFLOW_INTEGRITY_RISK,REDTEAM_FIRST,2024-03-20,,,,,data_center_reit_ai_demand|affo_growth|dividend_yield_story,affo_overstatement_allegation|maintenance_capex_misclassification|power_constraint|tenant_concentration,affo_cashflow_integrity_hard_review,needs_price_backfill,false,"Data-center REIT candidates require AFFO, capex, funding-cost, and dividend-coverage checks."
equinix_capex_affo_dilution_case,CAPEX_AFFO_DILUTION_RISK,EQIX,Equinix,US,4c_thesis_break,CAPEX_AFFO_DILUTION_RISK,REDTEAM_FIRST,2026-05-01,,,,2026-05-08,data_center_reit_ai_demand|capex_budget|affo_per_share_growth|dividend_coverage_ratio,capex_growth_above_affo_growth|affo_per_share_miss|funding_cost_spike|power_constraint|tenant_concentration,capex_growth_outpaces_affo_per_share_growth,needs_price_backfill,false,Data-center real-asset demand is not enough if capex growth dilutes AFFO per share or funding cost breaks dividend coverage.
opendart_disclosure_confidence_cap_reference_case,DISCLOSURE_CONFIDENCE_CAP,DISCLOSURE_CAP,OpenDART detail confidence cap reference,KR,failed_rerating,DISCLOSURE_CONFIDENCE_CAP,REDTEAM_FIRST,,,,,,disclosure_detected|contract_headline|opendart_list_only,detail_missing|customer_undisclosed|contract_amount_missing|purpose_missing|margin_unknown,disclosure_confidence_capped_until_detail_fields_are_verified,needs_price_backfill,false,"A list-only contract headline can route Layer 1, but Stage 3 is capped until detail fields such as amount, customer/use, and duration or margin are verified."
price_only_theme_rally_case,PRICE_ONLY_RALLY,PRICE_ONLY,price-only theme reference case,GLOBAL,overheat,PRICE_ONLY_RALLY,REDTEAM_FIRST,,,,,,price_spike|theme_news|sns_attention,no_eps_fcf|no_contract|no_revenue|theme_only,price_moved_without_evidence,needs_price_backfill,false,A price-only rally is useful for detection but cannot create Stage 3-Green.
event_premium_policy_mou_case,EVENT_PREMIUM,EVENT_PREMIUM,event premium policy/MOU reference case,GLOBAL,event_premium,EVENT_PREMIUM,WATCH_YELLOW_FIRST,,,,,,policy_announcement|mou|headline_event,policy_only|unfunded_budget|no_revenue_conversion,event_premium_not_structural_green,needs_price_backfill,false,"Policy, MOU, disease, disaster, or tender premium must be separated from structural EPS/FCF rerating."
cyclical_success_peak_normalization_case,CYCLICAL_SUCCESS,CYCLE_PEAK,cycle peak reference case,GLOBAL,cyclical_success,CYCLICAL_SUCCESS,WATCH_YELLOW_FIRST,,,,,,freight_or_commodity_peak|eps_spike|margin_peak,normalization_risk|capacity_addition|demand_slowdown,cyclical_success_not_structural_green,needs_price_backfill,false,Cycle wins can be valid but should not be mislabeled as structural Green.
false_positive_score_high_score_failure_case,FALSE_POSITIVE_SCORE,FALSE_SCORE,false positive score reference case,GLOBAL,failed_rerating,FALSE_POSITIVE_SCORE,REDTEAM_FIRST,,,,,,high_keyword_score|thin_proxy_score,no_eps_fcf|price_failed|earnings_failed|redteam_ignored,false_positive_score,needs_price_backfill,false,High score from weak proxies should be treated as calibration failure.
evidence_good_but_price_failed_case,EVIDENCE_GOOD_BUT_PRICE_FAILED,EVIDENCE_PRICE_FAIL,evidence-price mismatch reference case,GLOBAL,failed_rerating,EVIDENCE_GOOD_BUT_PRICE_FAILED,WATCH_YELLOW_FIRST,,,,,,actual_order|eps_revision|solid_report,price_failed|valuation_frame_stuck|liquidity_low,evidence_good_but_price_failed,needs_price_backfill,false,"Good evidence without price-frame validation should recalibrate mispricing, not force Green."
legal_regulatory_redteam_denial_case,LEGAL_REGULATORY_REDTEAM,REG_DENIAL,legal/regulatory denial reference case,GLOBAL,4c_thesis_break,LEGAL_REGULATORY_REDTEAM,REDTEAM_FIRST,,,,,,approval_or_license_story,regulatory_denial|license_risk|commercialization_blocked,legal_regulatory_redteam_hard_review,needs_price_backfill,false,"Approval, license, and legal scope must be verified before evidence supports Green."
leverage_fcf_breakdown_reference_case,LEVERAGE_FCF_BREAKDOWN,FCF_BREAK,leverage/FCF breakdown reference case,GLOBAL,4c_thesis_break,LEVERAGE_FCF_BREAKDOWN,REDTEAM_FIRST,,,,,,growth_story|capex_need|funding_need,negative_fcf|debt_refinancing_pressure|interest_expense_spike|dividend_cut|going_concern,leverage_fcf_breakdown_blocks_green,needs_price_backfill,false,Growth does not equal E2R when FCF and refinancing capacity break.
unknown_insufficient_evidence_case,UNKNOWN_INSUFFICIENT_EVIDENCE,UNKNOWN_EVIDENCE,insufficient evidence reference case,GLOBAL,failed_rerating,UNKNOWN_INSUFFICIENT_EVIDENCE,REDTEAM_FIRST,,,,,,single_source_claim,date_unverified|missing_official_confirmation|missing_price_data,unknown_insufficient_evidence,needs_price_backfill,false,Unknown evidence must remain unknown; missing fields are not filled.
