case_id,target_id,symbol,company_name,market,case_type,canonical_archetype,posture,evidence_fields,red_flag_fields,price_validation_status,production_input,notes
china_dependency_cosmetic_counterexample,K_BEAUTY_EXPORT_DISTRIBUTION,KBEAUTY_CHINA,중국의존화장품,KR,failed_rerating,K_BEAUTY_EXPORT_DISTRIBUTION,GREEN_POSSIBLE,cosmetic_sales,china_dependency|channel_concentration,needs_price_backfill,false,China dependency caps Green until channel mix changes.
channel_stuffing_inventory_receivables_4c,K_BEAUTY_EXPORT_DISTRIBUTION,KBEAUTY_STUFFING_4C,채널스터핑재고채권4C,KR,4c_thesis_break,K_BEAUTY_EXPORT_DISTRIBUTION,GREEN_POSSIBLE,shipment_growth,channel_stuffing|inventory_build|receivables_spike,needs_price_backfill,false,Shipment growth without sell-through can become 4C.
toss_won_stablecoin_candidate,DIGITAL_ASSET_TOKENIZATION,TOSS_STABLE,토스 원화 스테이블코인,KR,success_candidate,FINANCIAL_SPREAD_BALANCE_SHEET,WATCH_YELLOW_FIRST,stablecoin_plan|fintech_platform,regulatory_delay|no_revenue,needs_price_backfill,false,"Stablecoin candidate needs approval, issuance, volume, and fee economics."
stablecoin_regulatory_delay_4c,DIGITAL_ASSET_TOKENIZATION,STABLE_REG_4C,스테이블코인규제지연,KR,4c_thesis_break,FINANCIAL_SPREAD_BALANCE_SHEET,WATCH_YELLOW_FIRST,stablecoin_plan,regulatory_delay|no_issuance,needs_price_backfill,false,Regulatory delay can break tokenization thesis.
sto_law_expectation_without_revenue_counterexample,DIGITAL_ASSET_TOKENIZATION,STO_NO_REV,STO법제화기대_무매출,KR,failed_rerating,FINANCIAL_SPREAD_BALANCE_SHEET,WATCH_YELLOW_FIRST,sto_law_expectation,no_revenue|theme_only,needs_price_backfill,false,STO law expectation is Stage 1 until revenue appears.
crypto_theme_no_revenue_counterexample,DIGITAL_ASSET_TOKENIZATION,CRYPTO_THEME,코인테마_무매출,KR,failed_rerating,FINANCIAL_SPREAD_BALANCE_SHEET,WATCH_YELLOW_FIRST,crypto_theme,theme_only|no_revenue,needs_price_backfill,false,Crypto theme without business economics is not score evidence.
hyundai_hydrogen_fuel_cell_plant_candidate,HYDROGEN_RENEWABLE,005380_H2,현대차 수소연료전지공장,KR,success_candidate,UTILITIES_REGULATED_TARIFF,WATCH_YELLOW_FIRST,hydrogen_capex|fuel_cell_plant,utilization_failure|policy_risk,needs_price_backfill,false,"Hydrogen plant needs utilization, customers, and OP conversion backfill."
qcells_customs_detention_4c,HYDROGEN_RENEWABLE,QCELLS_CUSTOMS,Qcells 통관억류,KR,4c_thesis_break,UTILITIES_REGULATED_TARIFF,WATCH_YELLOW_FIRST,solar_factory_capacity,customs_detention|factory_furlough,needs_price_backfill,false,Customs detention can break solar policy-benefit thesis.
hydrogen_theme_no_revenue_counterexample,HYDROGEN_RENEWABLE,H2_THEME,수소테마_무매출,KR,failed_rerating,UTILITIES_REGULATED_TARIFF,WATCH_YELLOW_FIRST,hydrogen_policy,theme_only|no_revenue_conversion,needs_price_backfill,false,Hydrogen theme without revenue is not score evidence.
solar_subsidy_dependency_counterexample,HYDROGEN_RENEWABLE,SOLAR_SUBSIDY,태양광보조금의존,KR,failed_rerating,UTILITIES_REGULATED_TARIFF,WATCH_YELLOW_FIRST,subsidy_expectation,subsidy_dependency|policy_reversal,needs_price_backfill,false,Subsidy expectation alone is not Green evidence.
douzone_bizon_cloud_erp_candidate,CLOUD_AI_SOFTWARE_INFRA,012510,더존비즈온 클라우드 ERP,KR,success_candidate,PLATFORM_SOFTWARE_INTERNET,GREEN_POSSIBLE,cloud_erp|recurring_revenue|smb_lock_in,ai_cost_overrun|churn,needs_price_backfill,false,Cloud ERP candidate needs OPM and FCF backfill.
ai_feature_no_fcf_counterexample,CLOUD_AI_SOFTWARE_INFRA,AI_SW_NO_FCF,AI기능_무현금흐름,KR,failed_rerating,PLATFORM_SOFTWARE_INTERNET,GREEN_POSSIBLE,ai_feature_launch,no_paid_usage|no_fcf,needs_price_backfill,false,AI feature without paid usage is not structural evidence.
cloud_cost_margin_pressure_4c,CLOUD_AI_SOFTWARE_INFRA,CLOUD_MARGIN_4C,클라우드비용_마진압박,KR,4c_thesis_break,PLATFORM_SOFTWARE_INTERNET,GREEN_POSSIBLE,cloud_growth,ai_cost_overrun|opm_decline,needs_price_backfill,false,Cloud growth can break if AI/cloud costs destroy margin.
saas_churn_counterexample,CLOUD_AI_SOFTWARE_INFRA,SAAS_CHURN,SaaS churn,US,failed_rerating,PLATFORM_SOFTWARE_INTERNET,GREEN_POSSIBLE,subscription_revenue,churn|retention_down,needs_price_backfill,false,Subscription label needs retention evidence.
recurring_security_subscription_candidate,SECURITY_IDENTITY_DEEPFAKE,SEC_SUB,보안반복구독,KR,success_candidate,PLATFORM_SOFTWARE_INTERNET,GREEN_POSSIBLE,recurring_subscription|customer_retention,major_outage|legal_claim,needs_price_backfill,false,Security subscription can score with retention and no major outage.
crowdstrike_outage_4c,SECURITY_IDENTITY_DEEPFAKE,CRWD,CrowdStrike outage,US,4c_thesis_break,PLATFORM_SOFTWARE_INTERNET,GREEN_POSSIBLE,security_subscription,major_outage|legal_claim,needs_price_backfill,false,Major outage is hard 4C risk even for recurring security revenue.
deepfake_regulation_stage1_candidate,SECURITY_IDENTITY_DEEPFAKE,DEEPFAKE_REG,딥페이크규제Stage1,KR,success_candidate,PLATFORM_SOFTWARE_INTERNET,GREEN_POSSIBLE,deepfake_regulation|security_demand,contract_absence|theme_only,needs_price_backfill,false,Deepfake regulation is Stage 1 until contracts or subscription revenue appear.
security_theme_no_contract_counterexample,SECURITY_IDENTITY_DEEPFAKE,SEC_THEME,보안테마_무계약,KR,failed_rerating,PLATFORM_SOFTWARE_INTERNET,GREEN_POSSIBLE,security_theme,contract_absence|theme_only,needs_price_backfill,false,Security theme without contract is not score evidence.
cro_revenue_backlog_candidate,CRO_CLINICAL_SERVICE,CRO_BACKLOG,CRO 매출수주잔고,KR,success_candidate,CDMO_HEALTHCARE_CONTRACT,WATCH_YELLOW_FIRST,service_backlog|clinical_service_revenue,customer_budget_cut|funding_cycle,needs_price_backfill,false,CRO can score when backlog converts to revenue.
charles_river_funding_crunch_4c,CRO_CLINICAL_SERVICE,CRL,Charles River funding crunch,US,4c_thesis_break,CDMO_HEALTHCARE_CONTRACT,WATCH_YELLOW_FIRST,biotech_service_revenue,biotech_funding_cycle_down|forecast_cut,needs_price_backfill,false,Funding crunch can turn CRO visibility into 4C.
biotech_customer_budget_cut_counterexample,CRO_CLINICAL_SERVICE,CRO_BUDGET_CUT,바이오고객예산축소,US,failed_rerating,CDMO_HEALTHCARE_CONTRACT,WATCH_YELLOW_FIRST,clinical_volume,customer_budget_cut|volume_without_margin,needs_price_backfill,false,Clinical volume is insufficient if customer budgets decline.
cro_customer_diversification_success_candidate,CRO_CLINICAL_SERVICE,CRO_DIVERSIFIED,CRO 고객다변화,KR,success_candidate,CDMO_HEALTHCARE_CONTRACT,WATCH_YELLOW_FIRST,customer_diversification|repeat_service_revenue,funding_cycle|customer_concentration,needs_price_backfill,false,Diversified customers can improve CRO visibility.
pf_delinquency_4c,CONSTRUCTION_BUILDING_MATERIALS,PF_DELINQ_4C,PF연체4C,KR,4c_thesis_break,CONSTRUCTION_REAL_ESTATE_CREDIT,WATCH_YELLOW_FIRST,construction_credit_exposure,pf_delinquency|liquidity_stress,needs_price_backfill,false,PF delinquency is hard RedTeam evidence.
building_materials_price_hike_candidate,CONSTRUCTION_BUILDING_MATERIALS,MATERIAL_PRICE,건자재가격인상,KR,success_candidate,CONSTRUCTION_REAL_ESTATE_CREDIT,WATCH_YELLOW_FIRST,price_hike|cost_stability,pf|volume_decline,needs_price_backfill,false,"Price hike candidate needs shipment, cost, and credit checks."
reit_rate_cut_dividend_candidate,CONSTRUCTION_BUILDING_MATERIALS,REIT_RATE,리츠금리하락배당,KR,success_candidate,CONSTRUCTION_REAL_ESTATE_CREDIT,WATCH_YELLOW_FIRST,rate_down|dividend_stability,vacancy|dividend_cut,needs_price_backfill,false,REIT candidate needs occupancy and dividend coverage.
builder_liquidity_support_relief_rally_counterexample,CONSTRUCTION_BUILDING_MATERIALS,BUILDER_RELIEF,건설사지원랠리,KR,failed_rerating,CONSTRUCTION_REAL_ESTATE_CREDIT,WATCH_YELLOW_FIRST,liquidity_support,relief_only|unsold_inventory,needs_price_backfill,false,"Liquidity support can be relief rally, not structural rerating."
insurer_underwriting_valueup_candidate,INSURANCE_UNDERWRITING_CYCLE,INS_VALUEUP,보험언더라이팅Value-up,KR,success_candidate,FINANCIAL_SPREAD_BALANCE_SHEET,GREEN_POSSIBLE,loss_ratio_stability|roe|shareholder_return,loss_ratio_worsens|capital_ratio_down,needs_price_backfill,false,Insurance candidate needs CSM/K-ICS and return execution backfill.
low_pbr_insurer_no_capital_return_counterexample,INSURANCE_UNDERWRITING_CYCLE,INS_LOW_PBR,저PBR보험_환원부재,KR,failed_rerating,FINANCIAL_SPREAD_BALANCE_SHEET,GREEN_POSSIBLE,low_pbr,capital_return_limited|low_roe,needs_price_backfill,false,Low PBR without return execution is value trap risk.
brokerage_trading_value_rally_candidate,SECURITIES_BROKERAGE_CYCLE,BROKER_TURNOVER,거래대금회복_증권사,KR,success_candidate,FINANCIAL_SPREAD_BALANCE_SHEET,WATCH_YELLOW_FIRST,trading_value_growth|brokerage_revenue_growth,turnover_peak|pf_loss,needs_price_backfill,false,Brokerage candidate requires revenue and PF risk confirmation.
securities_pf_loss_4c,SECURITIES_BROKERAGE_CYCLE,BROKER_PF_4C,증권사_PF손실,KR,4c_thesis_break,FINANCIAL_SPREAD_BALANCE_SHEET,WATCH_YELLOW_FIRST,brokerage_balance_sheet,pf_loss|capital_ratio_down,needs_price_backfill,false,PF loss can override trading-value recovery.
