target_id,stage1,stage2,stage3,stage4b,stage4c,red_flags,loop7_penalty_axes,gate_only,production_scoring_changed
ORAL_GLP1_APPROVAL_COMMERCIALIZATION,oral_glp1_trial|oral_glp1_approval|launch_price|obesity_tam,fda_approval|self_pay_price|launch_plan|distribution_channel|initial_stock_reaction,weekly_scripts|insurance_coverage|gross_to_net_visible|repeat_refill|op_eps_revision,oral_glp1_convenience_story_crowded|approval_priced_before_scripts,prescription_ramp_failure|insurance_not_listed|gross_to_net_pressure|price_competition|boxed_warning,scripts_missing|coverage_gap|gross_to_net_pressure|price_competition|slow_uptake,scripts|coverage|gross_to_net|refill|price,false,false
ORAL_GLP1_MAINTENANCE_THERAPY,oral_glp1_trial|oral_glp1_approval|maintenance_therapy_data|injection_to_pill_switch,fda_approval|self_pay_price|distribution_channel|maintenance_trial_data,weekly_scripts|insurance_coverage|repeat_refill|op_eps_revision|real_world_adherence,oral_glp1_convenience_story_crowded|market_size_priced_before_scripts,prescription_ramp_failure|insurance_not_listed|price_competition|boxed_warning|safety_issue,scripts_missing|coverage_gap|price_competition|boxed_warning|slow_uptake,scripts|coverage|price|maintenance|safety,false,false
GLP1_PRICE_WAR_OVERLAY,glp1_price_cut|gross_to_net_pressure|copycat_drug_pressure|insurance_pressure,risk_event_detected,not_applicable_gate_only,not_applicable_gate_only,price_cut|gross_to_net_pressure|copycat_pressure|coverage_denial|sales_profit_decline,price_cut|gross_to_net_pressure|copycat_pressure|insurance_pressure|sales_profit_decline,price|gross_to_net|competition|coverage|scripts,true,false
GLP1_TELEHEALTH_CHANNEL,telehealth_glp1_offering|compounded_product|branded_partnership_news,subscriber_growth|branded_drug_attach|legal_settlement|channel_revenue,cac_stable|gross_margin_stable|compliance_clean|fcf_conversion,dtc_glp1_channel_valuation_overheated|channel_event_premium_crowded,fda_crackdown|compounding_ban|legal_cost|revenue_recognition_shock|cac_spike,compounding_crackdown|revenue_recognition|legal_cost|cac|margin_compression,cac|compounding|revenue_recognition|legal_cost,false,false
COMPOUNDED_GLP1_REGULATORY_RISK,compounded_glp1|unapproved_copycat|online_pharmacy|fda_crackdown,risk_event_detected,not_applicable_gate_only,not_applicable_gate_only,fda_crackdown|unapproved_copycat_drug|doj_referral|quality_safety_concern|channel_shutdown,compounded_drug|fda_crackdown|unapproved_copycat|doj_referral|quality_safety_concern,compounding|fda|doj|quality|legal,true,false
GENE_THERAPY_RARE_DISEASE,gene_therapy_approval|rare_disease_unmet_need|patient_recruitment,treated_patients|reimbursement|commercial_sales|cash_runway,repeat_commercial_uptake|dilution_risk_controlled|pipeline_revenue,approval_news_overheated|rare_disease_story_crowded,slow_uptake|cash_crunch|going_concern|discounted_take_private|dilution,cash_burn|reimbursement_failure|slow_uptake|dilution|going_concern,cash_runway|reimbursement|patient_uptake|dilution,false,false
AI_DRUG_DISCOVERY_PLATFORM,ai_drug_discovery_platform|candidate_molecule|platform_partnership,big_pharma_milestone|clinical_entry|cash_runway,validated_pipeline|partner_funded_progress|commercial_or_royalty_path,ai_drug_platform_overheated|poc_story_crowded,clinical_failure|cash_burn|platform_hype_unwind|no_approved_drug,no_approved_drug|cash_burn|clinical_failure|platform_hype,milestone|clinical_progress|cash_runway|approved_drug,false,false
DIGITAL_HEALTHCARE_AI,clinical_ai_paper|external_validation|hospital_pilot|regulatory_clearance,hospital_adoption|reimbursement|paid_workflow|recurring_revenue,workflow_embedded|recurring_revenue|op_improvement|liability_risk_low,medical_ai_narrative_overheated|paper_only_valuation_premium,subgroup_performance_issue|reimbursement_denial|liability_event|hospital_adoption_failure,subgroup_bias|no_reimbursement|liability|poc_only|date_unverified,hospital_adoption|reimbursement|subgroup|liability,false,false
MEDICAL_AI_EXTERNAL_VALIDATION,ai_model_auc|external_validation|subgroup_analysis|regulatory_clearance,external_validation|subgroup_analysis|pilot_deployment,hospital_adoption|reimbursement_code|recurring_revenue|workflow_lock_in|liability_risk_low,medical_ai_auc_story_overheated|paper_only_valuation_premium,subgroup_performance_issue|deployment_failure|reimbursement_absent|liability_event|workflow_not_integrated,subgroup_performance_risk|no_reimbursement|no_hospital_adoption|liability|paper_only,external_validation|subgroup|deployment|reimbursement|liability,false,false
MEDICAL_AI_SUBGROUP_GENERALIZATION_RISK,subgroup_performance_issue|dataset_bias|dense_tissue_underperformance|calcification_underperformance,risk_event_detected|external_validation_subgroup_gap,not_applicable_gate_only,medical_ai_auc_story_ignores_subgroup_risk,subgroup_performance_issue|dataset_bias|liability_event|workflow_failure|reimbursement_absent,subgroup_performance_issue|dataset_bias|liability_event|workflow_failure|reimbursement_absent,subgroup|dataset_bias|liability|deployment|reimbursement,true,false
DIGITAL_HEALTHCARE_REMOTE_MEDICINE,remote_medicine_policy|wearable_or_emr_integration|digital_health_platform,hospital_or_insurer_contract|b2b_b2b2c_contract|recurring_subscription|unit_economics,embedded_workflow|reimbursement_visible|repeat_usage|opm_improvement,telehealth_theme_crowded,regulatory_reversal|reimbursement_failure|privacy_incident|unit_economics_failure,regulation|privacy|reimbursement|cac|churn,regulation|reimbursement|unit_economics|privacy,false,false
TELEHEALTH_BEHAVIORAL_HEALTH,online_behavioral_health_demand|subscriber_growth|dtc_health_platform,employer_or_insurer_contract|cac_stable|repeat_usage,low_churn_contract_revenue|fcf_margin|privacy_clean,dtc_telehealth_growth_crowded,cac_spike|privacy_incident|impairment|forecast_withdrawal|churn,cac|privacy|impairment|forecast_withdrawal|churn,cac|privacy|impairment|churn,false,false
MEDICAL_DEVICE_HEALTHCARE_EXPORT,medical_device_export|new_approval|procedure_growth,export_country_expansion|recurring_procedure|consumable_revenue|opm_roe_improvement,repeat_procedure_demand|asp_stable|fcf_improvement|channel_quality,device_premium_crowded|target_multiple_saturated,approval_delay|safety_issue|price_control|channel_failure|single_device_no_consumable,approval_delay|safety|competition|channel_quality|single_device_no_consumable,approval|safety|channel_quality|procedure_repeat,false,false
MEDICAL_DEVICE_DENTAL_IMPLANT,dental_implant_growth|procedure_growth|approval_or_channel,export_country_expansion|recurring_procedure_consumable|opm_roe_improvement,approval_stable|repeat_consumable_revenue|pricing_pressure_low|channel_quality,implant_premium_crowded|vbp_risk_ignored,vbp_price_control|asp_drop|approval_delay|safety_issue|competition,vbp_price_control|approval|safety|competition|asp_drop,vbp|asp|approval|procedure_repeat,false,false
SURGICAL_ROBOT_INSTALLED_BASE,new_robot_launch|installed_base_growth|procedure_growth,procedure_growth|system_placement|instruments_accessories_revenue,recurring_consumable_revenue|installed_base_expansion|opm_fcf_improvement,surgical_robot_platform_premium_overheated|installed_base_fully_priced,hospital_capex_slowdown|procedure_mix_worse|glp1_bariatric_slowdown|competition,hospital_capex|procedure_mix|glp1_bariatric_slowdown|competition,installed_base|procedure_growth|consumables|hospital_capex,false,false
SURGICAL_ROBOT_GLP1_PROCEDURE_MIX_OVERLAY,glp1_bariatric_slowdown|procedure_mix_risk|hospital_capex_slowdown|bariatric_procedure_decline,risk_event_detected|procedure_mix_shift_visible,not_applicable_gate_only,s|u|r|g|i|c|a|l|_|r|o|b|o|t|_|p|l|a|t|f|o|r|m|_|p|r|e|m|i|u|m|_|i|g|n|o|r|e|s|_|g|l|p|1|_|m|i|x,glp1_bariatric_slowdown|procedure_mix_worse|system_placement_slowdown|hospital_capex_slowdown,glp1_bariatric_slowdown|procedure_mix_worse|system_placement_slowdown|hospital_capex_slowdown,procedure_mix|glp1_bariatric|system_placements|hospital_capex,true,false
BOTULINUM_AESTHETIC_REGULATED,botulinum_toxin_demand|aesthetic_procedure_growth|licensed_channel,repeat_procedure|regulatory_approval|safe_distribution_channel|op_eps_revision,licensed_repeat_procedure|safety_clean|export_channel|fcf_conversion,aesthetic_toxin_premium_crowded,counterfeit_product|unapproved_product|injury_report|channel_failure|safety_issue,counterfeit|unapproved_product|safety|channel_failure,counterfeit|approval|licensed_channel|safety,false,false
DIAGNOSTICS_INFECTIOUS_DISEASE,infectious_disease_diagnostic_demand|pandemic_or_mpox_event|test_kit_sales_spike,recurring_non_event_demand|installed_base_consumables|post_event_revenue,recurring_platform_revenue|margin_normalization|non_event_demand,diagnostic_event_extrapolated,one_off_demand|guidance_down|inventory_build|demand_cliff,one_off_demand|inventory_build|guidance_down|demand_cliff,one_off_demand|inventory|guidance_down,false,false
COMMERCIALIZATION_FAILURE_OVERLAY,approval_without_uptake|launch_without_revenue|commercialization_gap,risk_event_detected,not_applicable_gate_only,not_applicable_gate_only,slow_uptake|reimbursement_failure|commercial_revenue_missing|cash_crunch|going_concern,slow_uptake|reimbursement_failure|commercial_revenue_missing|cash_runway_short|going_concern,uptake|reimbursement|commercial_revenue|cash_runway,true,false
REIMBURSEMENT_ACCESS_OVERLAY,coverage_gap|pbm_access_issue|reimbursement_denial|pricing_pressure,risk_event_detected,not_applicable_gate_only,not_applicable_gate_only,insurance_denial|pbm_exclusion|reimbursement_failure|gross_to_net_pressure|prescription_conversion_delay,insurance_denial|pbm_exclusion|reimbursement_failure|gross_to_net_pressure|prescription_conversion_delay,coverage|pbm|reimbursement|gross_to_net|prescription_conversion,true,false
DEVICE_SAFETY_COUNTERFEIT_OVERLAY,counterfeit_product|unapproved_device|recall_or_warning|product_safety_issue,risk_event_detected,not_applicable_gate_only,not_applicable_gate_only,counterfeit_product|unapproved_injectable|fda_warning|injury_report|licensed_channel_failure|recall,counterfeit_product|unapproved_injectable|fda_warning|injury_report|licensed_channel_failure|recall,safety|license|channel|recall|counterfeit,true,false
DISCLOSURE_CONFIDENCE_CAP,contract_or_clinical_disclosure_missing_key_fields|prescription_volume_undisclosed|reimbursement_undisclosed,confidence_cap_detected,stage3_cap_until_key_fields_verified,not_applicable_cap_only,contract_value_missing|contract_duration_missing|counterparty_missing|prescription_or_reimbursement_missing|disclosure_confidence_low,contract_value_missing|contract_duration_missing|counterparty_missing|prescription_volume_missing|reimbursement_missing|disclosure_confidence_low,disclosure_confidence|contract_terms|prescriptions|reimbursement,false,false
